; Fri, 15 May 2015, 18:37:42

AX-89894995:nmh         0.556  ;  979

AX-89837284:nmh         1.279  ;  980

AX-89894980:nmh         2.640  ;  981

AX-89837325:nmh         3.347  ;  982

AX-89842723:ph3        10.101  ;  983

AX-89906544:ph3        11.224  ;  984

AX-89842710:nmh        12.910  ;  985

AX-89842691:ph3        12.910  ;  986

AX-89842667:nmh        13.465  ;  987

AX-89862242:nmh        13.757  ;  988

AX-89899907:nmh        14.021  ;  989

AX-89842640:nmh        14.318  ;  990

AX-89842648:ph3        14.318  ;  991

AX-89799882:ph3        14.873  ;  992

AX-89899973:nmh        15.429  ;  993

AX-89799756:ph3        16.281  ;  994

AX-89842597:nmh        16.281  ;  995

AX-89805826:nmh        16.546  ;  996

AX-89842400:nmh        17.967  ;  997

AX-89799621:ph3        17.967  ;  998

AX-89799659:nmh        18.522  ;  999

AX-89799605:nmh        19.640  ; 1000

AX-89859602:nmh        20.195  ; 1001

AX-89842591:ph3        20.571  ; 1002

AX-89799581:nmh        20.751  ; 1003

AX-89899627:ph3        21.306  ; 1004

AX-89899815:nmh        21.689  ; 1005

AX-89842287:nmh        21.940  ; 1006

AX-89899781:nmh        22.244  ; 1007

AX-89842527:ph3        22.244  ; 1008

AX-89842425:nmh        22.800  ; 1009

AX-89899652:ph3        23.355  ; 1010

AX-89799607:nmh        23.355  ; 1011

AX-89799568:ph3        25.041  ; 1012

AX-89799582:nmh        25.041  ; 1013

AX-89842343:ph3        25.597  ; 1014

AX-89899358:nmh        25.881  ; 1015

AX-89799489:nmh        26.152  ; 1016

AX-89842170:ph3        26.437  ; 1017

AX-89842283:nmh        26.708  ; 1018

AX-89899414:ph3        26.993  ; 1019

AX-89799402:nmh        26.993  ; 1020

AX-89799440:nmh        27.263  ; 1021

AX-89842282:ph3        27.548  ; 1022

AX-89899354:nmh        27.819  ; 1023

AX-89899385:nmh        28.666  ; 1024

AX-89899223:nmh        29.783  ; 1025

AX-89850261:ph3        29.783  ; 1026

AX-89805769:nmh        30.338  ; 1027

AX-89850250:ph3        30.877  ; 1028

AX-89799230:nmh        31.442  ; 1029

AX-89799964:nmh        32.372  ; 1030

AX-89909704:nmh        32.544  ; 1031

AX-89850348:ph3        32.936  ; 1032

AX-89900070:ph3        33.092  ; 1033

AX-89799229:nmh        33.499  ; 1034

AX-89841940:nmh        34.062  ; 1035

AX-89842849:ph3        34.194  ; 1036

AX-89841990:nmh        34.626  ; 1037

AX-89842848:nmh        34.742  ; 1038

AX-89800083:ph3        36.335  ; 1039

AX-89900140:nmh        36.405  ; 1040

AX-89842925:ph3        36.405  ; 1041

AX-89900143:ph3        36.898  ; 1042

AX-89845577:nmh        36.898  ; 1043

AX-89900208:nmh        38.031  ; 1044

AX-89900239:ph3        38.068  ; 1045

AX-89842999:ph3        39.164  ; 1046

AX-89795159:ph3        40.297  ; 1047

AX-89837318:nmh        40.575  ; 1048

AX-89849575:ph3        40.575  ; 1049

AX-89837378:nmh        40.714  ; 1050

AX-89795401:nmh        40.853  ; 1051

AX-89843057:ph3        41.130  ; 1052

AX-89795417:ph3        41.689  ; 1053

AX-89849587:ph3        42.248  ; 1054

AX-89894597:ph3        42.526  ; 1055

AX-89843029:ph3        42.526  ; 1056

AX-89795467:nmh        42.915  ; 1057

AX-89837420:nmh        43.697  ; 1058

AX-89905963:ph3        44.479  ; 1059

AX-89849615:ph3        44.479  ; 1060

AX-89837855:nmh        45.036  ; 1061

AX-89795526:ph3        45.247  ; 1062

AX-89895516:ph3        46.554  ; 1063

AX-89837810:ph3        46.996  ; 1064

AX-89838478:ph3        48.016  ; 1065

AX-89795758:ph3        48.956  ; 1066

AX-89895567:nmh        48.967  ; 1067

AX-89805327:ph2        48.967  ; 1068

AX-89838453:ph3        50.082  ; 1069

AX-89849638:ph3        50.082  ; 1070

AX-89895641:ph3        50.359  ; 1071

AX-89849657:ph3        50.918  ; 1072

AX-89861921:ph3        51.196  ; 1073

AX-89796102:nmh        51.771  ; 1074

AX-89894683:ph3        52.039  ; 1075

AX-89868696:ph3        53.460  ; 1076

AX-89895560:nmh        53.460  ; 1077

AX-89849746:nmh        54.157  ; 1078

AX-89838428:nmh        54.157  ; 1079

AX-89796139:ph3        54.855  ; 1080

AX-89838329:nmh        54.855  ; 1081

AX-89838400:ph3        54.855  ; 1082

AX-89838199:nmh        55.457  ; 1083

AX-89895439:ph3        55.457  ; 1084

AX-89838307:nmh        55.891  ; 1085

AX-89805349:ph3        56.060  ; 1086

AX-89895448:nmh        56.927  ; 1087

AX-89796061:nmh        56.927  ; 1088

AX-89796187:nmh        57.273  ; 1089

AX-89796209:ph3        58.485  ; 1090

AX-89895709:nmh        58.504  ; 1091

AX-89796211:ph3        58.811  ; 1092

AX-89849797:ph3        59.467  ; 1093

AX-89894364:nmh        59.793  ; 1094

AX-89892788:nmh        60.382  ; 1095

AX-89837172:ph3        60.438  ; 1096

AX-89861936:nmh        61.295  ; 1097

AX-89837974:nmh        61.697  ; 1098

AX-89895179:ph3        62.116  ; 1099

AX-89895188:nmh        62.959  ; 1100

AX-89796242:ph3        62.959  ; 1101

AX-89805213:nmh        62.959  ; 1102

AX-89838566:nmh        63.988  ; 1103

AX-89849785:nmh        64.500  ; 1104

AX-89796422:nmh        65.432  ; 1105

AX-89837144:nmh        65.529  ; 1106

AX-89837081:ph3        66.040  ; 1107

AX-89838936:nmh        66.040  ; 1108

AX-89909229:nmh        66.444  ; 1109

AX-89837072:ph3        66.597  ; 1110

AX-89837084:nmh        66.876  ; 1111

AX-89849519:ph3        67.154  ; 1112

AX-89858434:nmh        67.154  ; 1113

AX-89894226:nmh        67.432  ; 1114

AX-89868718:nmh        67.991  ; 1115

AX-89838727:ph3        68.836  ; 1116

AX-89895966:nmh        69.495  ; 1117

AX-89896003:nmh        70.154  ; 1118

AX-89896050:nmh        70.481  ; 1119

AX-89838818:nmh        70.679  ; 1120

AX-89849843:ph3        72.504  ; 1121

AX-89838948:nmh        73.382  ; 1122

AX-89796582:nmh        74.161  ; 1123

AX-89839013:ph3        75.319  ; 1124

AX-89838988:nmh        75.461  ; 1125

AX-89896158:nmh        76.214  ; 1126

AX-89796653:nmh        77.023  ; 1127

AX-89839014:ph3        77.842  ; 1128

AX-89839005:nmh        77.913  ; 1129

AX-89896601:nmh        79.079  ; 1130

AX-89868739:ph3        79.359  ; 1131

AX-89896340:nmh        79.745  ; 1132

AX-89839095:nmh        79.836  ; 1133

AX-89839369:nmh        80.410  ; 1134

AX-89839072:nmh        81.076  ; 1135

AX-89896297:nmh        81.742  ; 1136

AX-89896348:nmh        82.109  ; 1137

AX-89839359:ph3        82.884  ; 1138

AX-89896364:nmh        83.540  ; 1139

AX-89896404:nmh        83.939  ; 1140

AX-89839418:nmh        84.047  ; 1141

AX-89808216:nmh        85.174  ; 1142

AX-89839335:nmh        85.586  ; 1143

AX-89864328:nmh        86.409  ; 1144

AX-89896537:nmh        86.606  ; 1145

AX-89839318:nmh        87.626  ; 1146

AX-89896539:nmh        88.133  ; 1147

AX-89796922:ph3        88.133  ; 1148

AX-89839488:ph3        88.753  ; 1149

AX-89796943:nmh        89.294  ; 1150

AX-89896663:nmh        89.864  ; 1151

AX-89839485:nmh        90.148  ; 1152

AX-89796887:nmh        90.148  ; 1153

AX-89896684:ph3        90.148  ; 1154

AX-89887915:nmh        91.265  ; 1155

AX-89887897:nmh        91.833  ; 1156

AX-89905248:ph3        92.383  ; 1157

AX-89790125:nmh        92.383  ; 1158

AX-89887889:nmh        92.389  ; 1159

AX-89790094:nmh        92.938  ; 1160

AX-89815503:ph3        92.938  ; 1161

AX-89790149:nmh        92.944  ; 1162

AX-89807569:nmh        93.500  ; 1163

AX-89797015:nmh        94.056  ; 1164

AX-89896838:ph3        94.056  ; 1165

AX-89797071:nmh        94.541  ; 1166

AX-89839851:ph3        95.362  ; 1167

AX-89797078:nmh        95.517  ; 1168

AX-89839727:nmh        96.002  ; 1169

AX-89797097:ph3        96.011  ; 1170

AX-89887807:nmh        96.488  ; 1171

AX-89849950:ph3        96.661  ; 1172

AX-89897077:nmh        97.311  ; 1173

AX-89797193:ph3        97.960  ; 1174

AX-89897134:ph3        97.960  ; 1175

AX-89896979:nmh        98.239  ; 1176

AX-89839958:ph3        98.519  ; 1177

AX-89797252:ph3        98.519  ; 1178

AX-89896975:nmh        98.519  ; 1179

AX-89897004:ph3        98.827  ; 1180

AX-89839757:ph3        99.448  ; 1181

AX-89839816:nmh       100.068  ; 1182

AX-89797261:ph3       100.689  ; 1183

AX-89897199:ph3       101.309  ; 1184

AX-89868796:ph3       101.725  ; 1185

AX-89840097:nmh       101.725  ; 1186

AX-89897215:ph3       102.141  ; 1187

AX-89797299:ph3       102.145  ; 1188

AX-89812045:ph3       102.145  ; 1189

AX-89872761:ph3       102.843  ; 1190

AX-89897340:nmh       103.541  ; 1191

AX-89797372:ph3       103.541  ; 1192

AX-89909382:nmh       104.890  ; 1193

AX-89915028:nmh       104.890  ; 1194

AX-89840192:nmh       105.029  ; 1195

AX-89797474:nmh       105.769  ; 1196

AX-89840410:nmh       107.165  ; 1197

AX-89897649:nmh       107.165  ; 1198

AX-89897481:nmh       107.257  ; 1199

AX-89797519:ph3       107.996  ; 1200

AX-89840179:nmh       108.274  ; 1201

AX-89897508:nmh       108.319  ; 1202

AX-89797554:nmh       108.642  ; 1203

AX-89797583:nmh       109.291  ; 1204

AX-89831897:nmh       109.941  ; 1205

AX-89897707:ph3       110.264  ; 1206

AX-89805551:nmh       110.264  ; 1207

AX-89840401:nmh       110.264  ; 1208

AX-89897582:nmh       110.680  ; 1209

AX-89897650:nmh       111.096  ; 1210

AX-89797654:ph3       111.920  ; 1211

AX-89807019:nmh       111.935  ; 1212

AX-89895130:nmh       112.467  ; 1213

AX-89897631:ph3       112.519  ; 1214

AX-89837943:nmh       113.982  ; 1215

AX-89895114:nmh       114.749  ; 1216

AX-89895171:ph3       114.749  ; 1217

AX-89895154:ph3       114.884  ; 1218

AX-89795815:nmh       115.233  ; 1219

AX-89837925:nmh       115.581  ; 1220

AX-89849665:ph3       115.581  ; 1221

AX-89827216:ph3       116.418  ; 1222

AX-89787094:nmh       116.418  ; 1223

AX-89797728:ph3       117.538  ; 1224

AX-89797741:nmh       118.017  ; 1225

AX-89884318:nmh       118.199  ; 1226

AX-89850053:ph3       118.981  ; 1227

AX-89840513:ph3       119.461  ; 1228

AX-89897766:nmh       119.509  ; 1229

AX-89884300:nmh       119.993  ; 1230

AX-89884329:nmh       120.968  ; 1231

AX-89897785:nmh       121.435  ; 1232

AX-89797701:nmh       122.940  ; 1233

AX-89898474:nmh       123.410  ; 1234

AX-89859343:nmh       123.424  ; 1235

AX-89797703:ph3       123.695  ; 1236

AX-89898427:ph3       124.531  ; 1237

AX-89898429:nmh       124.531  ; 1238

AX-89898419:ph3       124.531  ; 1239

AX-89798293:nmh       124.947  ; 1240

AX-89841149:nmh       125.784  ; 1241

AX-89864519:nmh       126.212  ; 1242

AX-89898870:nmh       127.477  ; 1243

AX-89868831:nmh       127.893  ; 1244

AX-89840627:ph3       127.893  ; 1245

AX-89797789:ph3       127.893  ; 1246

AX-89897868:nmh       128.320  ; 1247

AX-89797847:ph3       129.006  ; 1248

AX-89840687:nmh       129.214  ; 1249

AX-89859198:ph3       129.561  ; 1250

AX-89897931:ph3       129.561  ; 1251

AX-89897966:ph3       129.839  ; 1252

AX-89840659:ph3       129.839  ; 1253

AX-89840796:ph3       131.294  ; 1254

AX-89898028:ph3       131.782  ; 1255

AX-89898053:ph3       132.591  ; 1256

AX-89798003:ph3       133.090  ; 1257

AX-89898092:ph3       133.173  ; 1258

AX-89798133:nmh       135.506  ; 1259

AX-89850103:ph3       136.027  ; 1260

AX-89872785:ph3       136.463  ; 1261

AX-89898310:nmh       136.724  ; 1262

AX-89915268:nmh       137.495  ; 1263

AX-89798209:nmh       138.561  ; 1264

AX-89853513:nmh       139.052  ; 1265

AX-89898270:nmh       140.084  ; 1266

AX-89864220:nmh       141.024  ; 1267

AX-89795902:nmh       141.116  ; 1268

AX-89838293:ph3       141.630  ; 1269

AX-89895658:nmh       141.630  ; 1270

AX-89909167:nmh       141.907  ; 1271

AX-89849762:ph3       142.185  ; 1272

AX-89838540:ph3       142.185  ; 1273

AX-89895747:nmh       142.324  ; 1274

AX-89906107:ph3       142.463  ; 1275

AX-89895749:ph3       142.463  ; 1276

AX-89863511:nmh       142.915  ; 1277

AX-89851894:nmh       143.184  ; 1278

AX-89906418:nmh       143.184  ; 1279

AX-89841632:nmh       143.823  ; 1280

AX-89907849:nmh       143.905  ; 1281

AX-89798651:nmh       144.732  ; 1282

AX-89808483:ph3       145.184  ; 1283

AX-89841630:nmh       145.184  ; 1284

AX-89798774:ph3       146.093  ; 1285

AX-89850173:ph3       146.093  ; 1286

AX-89862149:nmh       146.093  ; 1287

AX-89841776:nmh       146.093  ; 1288

AX-89798715:nmh       146.093  ; 1289

AX-89841828:nmh       146.417  ; 1290

AX-89850180:ph3       146.417  ; 1291

AX-89798791:nmh       146.741  ; 1292

AX-89798837:nmh       147.643  ; 1293

AX-89862155:ph3       148.045  ; 1294

AX-89798872:ph3       148.045  ; 1295

AX-89866673:nmh       148.045  ; 1296

AX-89850219:ph2       148.045  ; 1297

AX-89798952:ph3       148.464  ; 1298

AX-89798912:nmh       148.464  ; 1299

AX-89799006:nmh       148.464  ; 1300

AX-89798840:nmh       148.736  ; 1301









group 6D



AX-89800115:nmh         0.000  ; 3126

AX-89842589:nmh         0.763  ; 3127

AX-89808067:nmh         1.514  ; 3128

AX-89894285:nmh         2.226  ; 3129

AX-89895304:ph3         2.226  ; 3130

AX-89840804:nmh         2.272  ; 3131

AX-89805287:nmh         2.782  ; 3132

AX-89779342:nmh         2.833  ; 3133

AX-89874448:ph3         3.389  ; 3134

AX-89899433:nmh         3.899  ; 3135

AX-89841451:ph3         3.944  ; 3136

AX-89799972:nmh         5.017  ; 3137

AX-89842634:nmh         5.017  ; 3138

AX-89842334:nmh         5.572  ; 3139

AX-89842601:nmh         5.630  ; 3140

AX-89840756:nmh         6.128  ; 3141

AX-89797533:nmh         6.128  ; 3142

AX-89795764:nmh         6.185  ; 3143

AX-89839394:ph3         6.683  ; 3144

AX-89837357:nmh         6.741  ; 3145

AX-89894260:nmh         7.297  ; 3146

AX-89779416:nmh         8.369  ; 3147

AX-89837229:nmh         8.414  ; 3148

AX-89847002:ph3         8.924  ; 3149

AX-89874441:ph3         8.924  ; 3150

AX-89779399:nmh        10.042  ; 3151

AX-89899750:nmh        10.099  ; 3152

AX-89862220:nmh        10.655  ; 3153

AX-89842613:nmh        11.211  ; 3154

AX-89842253:nmh        12.328  ; 3155

AX-89874321:ph3        12.884  ; 3156

AX-89796729:nmh        12.884  ; 3157

AX-89874374:nmh        13.678  ; 3158

AX-89817240:ph3        13.820  ; 3159

AX-89817224:nmh        14.116  ; 3160

AX-89797110:ph3        15.524  ; 3161

AX-89897054:nmh        15.988  ; 3162

AX-89896501:ph3        16.452  ; 3163

AX-89896471:nmh        16.916  ; 3164

AX-89797352:ph3        17.835  ; 3165

AX-89914840:nmh        18.748  ; 3166

AX-89838674:nmh        20.312  ; 3167

AX-89796606:ph3        20.312  ; 3168

AX-89803080:nmh        22.290  ; 3169

AX-89778718:ph3        22.290  ; 3170

AX-89873425:ph3        22.290  ; 3171

AX-89841725:ph3        22.938  ; 3172

AX-89899155:ph3        23.587  ; 3173

AX-89859079:nmh        25.593  ; 3174

AX-89842706:nmh        26.029  ; 3175

AX-89839400:nmh        26.079  ; 3176

AX-89796341:ph3        26.565  ; 3177

AX-89899949:nmh        26.866  ; 3178

AX-89798888:ph3        27.514  ; 3179

AX-89873400:ph3        28.543  ; 3180

AX-89899898:nmh        28.818  ; 3181

AX-89899855:nmh        29.466  ; 3182

AX-89915634:nmh        29.466  ; 3183

AX-89842598:nmh        30.114  ; 3184

AX-89899775:nmh        34.811  ; 3185

AX-89799744:ph3        35.459  ; 3186

AX-89853687:nmh        36.762  ; 3187

AX-89842475:nmh        36.762  ; 3188

AX-89899713:nmh        38.066  ; 3189

AX-89842439:nmh        38.066  ; 3190

AX-89899678:nmh        38.714  ; 3191

AX-89915598:nmh        38.714  ; 3192

AX-89842419:ph3        38.714  ; 3193

AX-89799532:ph3        39.362  ; 3194

AX-89899504:nmh        40.011  ; 3195

AX-89805796:ph3        40.659  ; 3196

AX-89799504:ph3        41.307  ; 3197

AX-89805780:nmh        43.274  ; 3198

AX-89899468:nmh        43.922  ; 3199

AX-89899408:nmh        44.570  ; 3200

AX-89899413:ph3        45.218  ; 3201

AX-89899347:nmh        47.185  ; 3202

AX-89799373:ph3        47.185  ; 3203

AX-89842034:nmh        49.151  ; 3204

AX-89842004:nmh        50.455  ; 3205

AX-89799294:nmh        51.103  ; 3206

AX-89799259:nmh        51.751  ; 3207

AX-89799220:nmh        52.400  ; 3208

AX-89841951:nmh        53.048  ; 3209

AX-89841963:nmh        53.696  ; 3210

AX-89799937:nmh        55.000  ; 3211

AX-89842794:nmh        55.000  ; 3212

AX-89799969:nmh        55.648  ; 3213

AX-89900050:nmh        55.648  ; 3214

AX-89842895:ph3        56.296  ; 3215

AX-89900100:nmh        56.296  ; 3216

AX-89900169:ph3        56.944  ; 3217

AX-89800056:nmh        58.248  ; 3218

AX-89842943:nmh        59.551  ; 3219

AX-89900184:nmh        60.200  ; 3220

AX-89800066:ph3        60.200  ; 3221

AX-89795395:nmh        61.503  ; 3222

AX-89800106:nmh        63.470  ; 3223

AX-89915698:nmh        64.203  ; 3224

AX-89900303:ph3        64.766  ; 3225

AX-89843041:nmh        64.766  ; 3226

AX-89894627:nmh        65.415  ; 3227

AX-89894545:nmh        66.063  ; 3228

AX-89837414:ph3        66.711  ; 3229

AX-89837563:ph3        67.085  ; 3230

AX-89894674:ph3        68.015  ; 3231

AX-89837551:nmh        68.063  ; 3232

AX-89895035:nmh        69.040  ; 3233

AX-89837487:nmh        69.318  ; 3234

AX-89895064:nmh        69.527  ; 3235

AX-89795510:ph3        69.966  ; 3236

AX-89795753:nmh        70.013  ; 3237

AX-89795683:nmh        71.487  ; 3238

AX-89795676:ph3        71.974  ; 3239

AX-89894743:nmh        72.604  ; 3240

AX-89795734:ph3        72.951  ; 3241

AX-89894975:ph2        73.437  ; 3242

AX-89895036:ph3        74.198  ; 3243

AX-89861915:ph3        74.853  ; 3244

AX-89895618:ph3        76.024  ; 3245

AX-89858679:ph3        76.381  ; 3246

AX-89838423:nmh        76.461  ; 3247

AX-89837746:nmh        76.461  ; 3248

AX-89895571:nmh        77.342  ; 3249

AX-89796015:ph3        77.910  ; 3250

AX-89914589:ph3        78.670  ; 3251

AX-89838339:ph3        78.670  ; 3252

AX-89849748:ph3        78.670  ; 3253

AX-89895382:ph3        79.509  ; 3254

AX-89795977:nmh        80.185  ; 3255

AX-89838243:nmh        80.623  ; 3256

AX-89849717:ph3        80.623  ; 3257

AX-89838359:nmh        81.181  ; 3258

AX-89895468:ph3        81.459  ; 3259

AX-89868694:ph3        81.459  ; 3260

AX-89796059:nmh        81.790  ; 3261

AX-89835564:nmh        82.793  ; 3262

AX-89849342:nmh        83.167  ; 3263

AX-89838159:nmh        84.382  ; 3264

AX-89838580:nmh        85.131  ; 3265

AX-89914544:nmh        85.462  ; 3266

AX-89894357:nmh        86.127  ; 3267

AX-89914640:nmh        86.725  ; 3268

AX-89868628:ph3        86.725  ; 3269

AX-89895418:nmh        86.792  ; 3270

AX-89801034:nmh        87.457  ; 3271

AX-89795935:nmh        88.461  ; 3272

AX-89895259:ph3        88.461  ; 3273

AX-89796368:nmh        89.397  ; 3274

AX-89795246:nmh        90.333  ; 3275

AX-89837140:nmh        90.798  ; 3276

AX-89895835:ph3        91.264  ; 3277

AX-89837032:ph3        91.264  ; 3278

AX-89849527:ph3        91.543  ; 3279

AX-89796347:ph3        91.823  ; 3280

AX-89795888:ph3        92.339  ; 3281

AX-89796386:nmh        94.269  ; 3282

AX-89849816:ph3        94.439  ; 3283

AX-89849827:ph3        95.478  ; 3284

AX-89838833:nmh        95.478  ; 3285

AX-89796490:ph3        95.478  ; 3286

AX-89906144:ph3        95.940  ; 3287

AX-89796547:nmh        96.506  ; 3288

AX-89796512:nmh        96.868  ; 3289

AX-89896010:ph3        97.330  ; 3290

AX-89896118:nmh        97.576  ; 3291

AX-89812027:ph3        99.691  ; 3292

AX-89896269:nmh        99.691  ; 3293

AX-89906173:ph3        99.691  ; 3294

AX-89839086:nmh       100.061  ; 3295

AX-89796628:nmh       100.431  ; 3296

AX-89864296:nmh       101.936  ; 3297

AX-89906181:ph3       101.936  ; 3298

AX-89896385:ph3       101.936  ; 3299

AX-89896366:ph3       102.573  ; 3300

AX-89896546:nmh       102.927  ; 3301

AX-89839290:nmh       103.419  ; 3302

AX-89849903:ph3       104.410  ; 3303

AX-89896389:ph3       104.479  ; 3304

AX-89849927:ph3       105.371  ; 3305

AX-89839566:nmh       105.824  ; 3306

AX-89896717:nmh       106.277  ; 3307

AX-89839515:nmh       106.730  ; 3308

AX-89849870:ph3       107.372  ; 3309

AX-89887873:nmh       109.047  ; 3310

AX-89790120:nmh       109.499  ; 3311

AX-89897070:nmh       110.410  ; 3312

AX-89868776:nmh       110.863  ; 3313

AX-89849937:ph3       112.237  ; 3314

AX-89839698:nmh       113.148  ; 3315

AX-89797086:nmh       113.601  ; 3316

AX-89797178:ph3       114.943  ; 3317

AX-89839908:ph3       114.962  ; 3318

AX-89897066:nmh       114.962  ; 3319

AX-89839919:nmh       115.704  ; 3320

AX-89797119:nmh       116.045  ; 3321

AX-89839929:nmh       116.446  ; 3322

AX-89839794:nmh       117.200  ; 3323

AX-89797129:nmh       117.644  ; 3324

AX-89797229:nmh       118.991  ; 3325

AX-89864364:ph3       118.991  ; 3326

AX-89872756:ph3       119.435  ; 3327

AX-89897198:nmh       119.879  ; 3328

AX-89897283:ph3       120.323  ; 3329

AX-89840119:ph3       120.767  ; 3330

AX-89897326:nmh       121.210  ; 3331

AX-89897360:nmh       122.103  ; 3332

AX-89797502:nmh       122.547  ; 3333

AX-89840254:nmh       123.440  ; 3334

AX-89797520:nmh       123.884  ; 3335

AX-89840311:nmh       124.328  ; 3336

AX-89791304:nmh       125.674  ; 3337

AX-89897702:nmh       126.118  ; 3338

AX-89797630:nmh       126.562  ; 3339

AX-89797629:nmh       127.909  ; 3340

AX-89797609:nmh       128.802  ; 3341

AX-89897605:ph3       129.246  ; 3342

AX-89840362:nmh       130.139  ; 3343

AX-89895155:nmh       131.031  ; 3344

AX-89837883:nmh       131.924  ; 3345

AX-89795820:nmh       132.817  ; 3346

AX-89864212:nmh       133.261  ; 3347

AX-89848157:ph3       133.261  ; 3348

AX-89884325:nmh       134.154  ; 3349

AX-89850054:ph3       135.046  ; 3350

AX-89840569:ph3       135.046  ; 3351

AX-89840505:ph3       135.939  ; 3352

AX-89808375:nmh       136.832  ; 3353

AX-89898430:nmh       137.725  ; 3354

AX-89864475:nmh       138.618  ; 3355

AX-89798289:nmh       139.062  ; 3356

AX-89841147:nmh       139.505  ; 3357

AX-89898391:nmh       139.949  ; 3358

AX-89840602:nmh       141.755  ; 3359

AX-89859178:ph3       142.199  ; 3360

AX-89797834:nmh       142.488  ; 3361

AX-89850074:ph3       142.778  ; 3362

AX-89797870:ph3       143.055  ; 3363

AX-89797881:nmh       143.055  ; 3364

AX-89797909:nmh       143.611  ; 3365

AX-89906336:ph3       143.611  ; 3366

AX-89797934:nmh       144.167  ; 3367

AX-89840947:ph3       144.722  ; 3368

AX-89797947:nmh       145.278  ; 3369

AX-89797843:ph3       145.297  ; 3370

AX-89798079:nmh       146.395  ; 3371

AX-89864451:nmh       148.081  ; 3372

AX-89797816:ph3       148.214  ; 3373

AX-89862106:nmh       149.198  ; 3374

AX-89798157:nmh       152.628  ; 3375

AX-89798154:nmh       153.183  ; 3376

AX-89798146:ph3       153.739  ; 3377

AX-89798170:ph3       154.295  ; 3378

AX-89898350:nmh       155.412  ; 3379

AX-89798191:nmh       155.968  ; 3380

AX-89838161:nmh       157.085  ; 3381

AX-89898942:ph3       160.515  ; 3382

AX-89838558:nmh       161.070  ; 3383

AX-89841644:ph3       161.626  ; 3384

AX-89807377:ph2       161.626  ; 3385

AX-89915413:ph3       162.743  ; 3386

AX-89841764:ph3       163.299  ; 3387

AX-89899029:nmh       163.854  ; 3388

AX-89841759:nmh       164.972  ; 3389

AX-89798854:nmh       166.089  ; 3390

AX-89798861:nmh       167.207  ; 3391

AX-89897534:ph3       167.762  ; 3392

AX-89799093:nmh       168.318  ; 3393

AX-89799072:nmh       168.873  ; 3394

AX-89853615:nmh       171.133  ; 3395

AX-89915462:nmh       172.251  ; 3396

AX-89798945:ph3       172.251  ; 3397

AX-89859507:nmh       172.806  ; 3398

AX-89799050:ph3       173.362  ; 3399

AX-89798901:nmh       174.519  ; 3400



group 7A



AX-89902052:nmh         0.000  ; 7343

AX-89902196:nmh         1.129  ; 7344

AX-89844948:ph3         1.684  ; 7345

AX-89862394:ph3         2.802  ; 7346

AX-89844992:nmh         2.802  ; 7347

AX-89845025:nmh         3.919  ; 7348

AX-89845059:nmh         4.475  ; 7349

AX-89845152:nmh         5.592  ; 7350

AX-89845089:nmh         6.147  ; 7351

AX-89845119:ph3         6.703  ; 7352

AX-89801834:nmh         7.259  ; 7353

AX-89845183:nmh         7.814  ; 7354

AX-89845192:nmh         8.370  ; 7355

AX-89845237:nmh         8.925  ; 7356

AX-89845231:nmh         8.925  ; 7357

AX-89902611:nmh         9.481  ; 7358

AX-89902552:nmh         9.481  ; 7359

AX-89902574:nmh        10.036  ; 7360

AX-89845304:ph3        11.722  ; 7361

AX-89801961:ph3        11.722  ; 7362

AX-89845290:ph3        11.722  ; 7363

AX-89801959:nmh        12.647  ; 7364

AX-89845404:nmh        13.624  ; 7365

AX-89845476:nmh        14.256  ; 7366

AX-89850739:ph3        14.256  ; 7367

AX-89902673:nmh        14.256  ; 7368

AX-89844749:nmh        15.236  ; 7369

AX-89808875:ph3        16.216  ; 7370

AX-89845494:nmh        16.868  ; 7371

AX-89802084:nmh        17.777  ; 7372

AX-89845478:nmh        18.172  ; 7373

AX-89802082:ph3        18.172  ; 7374

AX-89902634:ph3        20.325  ; 7375

AX-89902738:ph3        22.481  ; 7376

AX-89902777:nmh        23.413  ; 7377

AX-89801469:nmh        23.871  ; 7378

AX-89916019:nmh        24.351  ; 7379

